4449	8
1184	55
1435	4
70693	4
749	44
563	4
1187	2
38771	5
34164	26
68761	4
14026	113
1146	65
61989	6
412	4
43991	5
1325	4
604	10
17	21
35849	21
5216	3
959	4
53518	5
11	6
64660	5
628	4
31875	3
8599	17
17829	5
645	5
19339	4
1231	5
1220	3
1370	3
5596	13
45512	3
211	4
13090	4
750	3
37831	6
2044	13
21572	10
1066	6
69994	5
69589	28
475	6
7202	3
1312	2
51553	56
1414	5
28929	5
12688	5
1207	4
6899	104
1237	4
38578	3
62519	4
7295	5
56618	22
4660	7
100	49
1171	19
1549	20
1564	51
223	12
83	28
32124	22
9304	18
35402	5
58749	12
29500	5
66522	6
1186	4
7663	3
63427	5
398	3
64359	47
63778	4
1099	4
63817	4
1217	4
38715	96
987	4
418	33
61543	14
552	7
16571	4
1296	12
67593	3
53968	7
27812	4
1291	4
51967	8
2206	17
161	20
4918	5
8576	4
25677	3
22324	4
54953	4
21082	8
16289	4
24616	3
65021	4
14570	3
1577	7
59066	24
20631	5
54107	51
35658	5
1495	5
1001	4
18720	46
20313	3
23156	32
1313	4
19488	4
363	13
14089	13
661	4
858	4
33581	48
2647	5
1629	6
53911	4
70056	3
9637	4
568	30
1782	5
48282	7
11742	4
34644	4
9238	4
912	3
44952	3
54748	5
10158	15
21906	4
40103	11
22886	13
128	3
1529	3
2430	7
44353	4
898	4
631	5
576	18
73707	5
35551	4
53075	61
594	4
14452	5
72929	4
1636	4
51702	5
1627	4
40035	3
59014	25
60495	3
35723	6
11459	6
1528	6
1141	10
465	6
1285	14
52739	3
28813	5
354	3
26187	4
65454	4
36640	5
13514	39
23574	3
53523	29
32174	4
16118	6
582	22
17604	3
14754	11
12832	10
23261	4
1297	4
70798	5
2645	4
1209	12
1566	35
56302	4
58975	5
3291	21
1654	22
225	5
37310	4
26310	15
1433	3
42	18
37344	4
52706	35
14728	11
73940	4
24128	29
7833	17
32403	4
60802	9
73138	15
839	11
44007	21
1342	3
1412	5
32778	30
54552	6
70320	5
50894	6
51952	5
63916	4
65008	5
1053	4
67044	5
1021	51
1266	4
53684	4
72952	51
35550	8
12039	4
1446	17
4377	64
242	3
380	4
18833	7
824	4
17606	4
24338	6
14440	8
32159	5
41095	4
39127	23
19066	9
5251	5
982	6
68571	62
1108	5
30904	6
19606	88
74022	4
28841	7
1490	59
1481	8
17047	5
66708	4
64868	4
63037	6
46130	4
989	42
23235	4
6112	4
72476	13
42054	14
65659	5
241	3
17647	34
61625	5
1520	4
116	4
67544	8
21165	5
42063	4
62281	5
67838	8
1557	6
1174	5
24409	6
34979	5
35913	4
67040	10
111	3
13360	9
60594	15
8343	29
41928	6
27498	6
620	6
1439	4
21551	7
63046	6
1024	5
13676	7
58674	4
58064	4
51053	7
62059	6
23918	6
31499	135
31265	31
13438	5
34392	4
66864	12
16857	6
54481	15
7708	23
1000	22
14382	6
95	3
54400	26
52042	5
18880	6
60510	5
40205	7
228	3
445	37
57141	4
1227	5
38338	8
441	5
73276	7
36151	7
17343	4
1602	6
36868	26
33162	48
882	4
17772	7
478	3
1122	9
1633	16
68890	5
255	5
71433	4
32013	6
1162	4
394	8
25582	6
40764	5
18227	25
39470	82
14075	17
42091	4
59993	27
4021	59
28809	5
51178	4
1076	4
24884	4
19063	6
424	3
11268	27
64056	6
35485	6
9348	13
57372	22
29327	3
51083	6
17551	6
14116	9
70304	5
63918	5
70476	6
5011	4
9381	4
1104	8
1117	5
71086	6
37447	3
26351	7
35258	5
23906	4
876	4
63743	4
57056	5
31464	5
33133	23
1126	81
9116	29
1393	5
22056	4
251	7
40691	3
33762	131
30343	16
57555	4
67706	16
1373	47
54376	48
1073	4
1250	7
8250	20
7352	160
1579	5
678	4
12424	42
52570	4
66812	9
1131	11
14159	7
46580	37
43259	3
44148	5
72887	23
751	4
933	5
6806	90
66959	4
55035	15
3217	3
44482	3
63471	4
52045	28
65360	5
52966	35
51099	7
57531	5
59916	43
899	6
1611	4
67845	7
32157	37
47851	4
15923	4
34255	6
22604	6
35661	6
487	5
65868	33
47870	11
23185	5
67699	4
14213	4
45832	5
4850	3
43230	6
1308	57
499	4
59813	3
44417	34
48144	6
19373	4
544	4
37259	4
49750	5
1396	4
965	22
29235	4
56403	5
1238	5
36883	5
7984	5
823	4
38583	2
70999	10
50105	4
33294	4
1500	4
1014	23
1060	4
1092	5
9607	7
34836	34
31604	54
4173	8
33967	5
54565	6
109	4
20706	3
20851	16
61602	4
69158	5
1287	32
391	5
1158	5
695	4
27077	6
39604	29
25740	3
338	4
1613	47
17574	7
51795	3
1232	9
147	4
19437	6
263	4
28243	82
5388	5
45653	20
21163	6
18003	53
915	15
881	40
41973	14
191	24
1246	11
515	14
1109	3
58962	4
15934	7
29420	29
71299	5
4615	14
28090	4
56072	6
1382	73
708	7
23317	47
24789	4
50372	5
1437	9
15759	5
49306	4
710	7
19078	6
1428	11
887	5
65897	14
687	4
5608	2
48433	13
12038	19
21084	5
1189	33
489	5
755	3
2233	22
13722	39
4489	3
7682	26
47762	94
17409	5
1276	8
68579	4
1044	4
12562	5
21560	32
1089	2
49787	4
70341	3
73990	4
4619	4
33430	5
19988	38
28057	15
26200	3
999	4
482	4
39981	5
38268	6
12995	21
29488	4
7595	54
65114	3
31254	5
9498	85
1559	12
51740	5
909	46
55190	4
420	5
40669	4
62	6
521	5
273	5
6121	26
1875	3
48519	6
356	8
35023	4
347	3
1212	3
19069	4
914	53
61730	20
3147	4
1454	4
72981	5
5218	21
250	4
22257	5
51509	26
52321	27
55885	4
30157	4
19307	5
409	3
377	6
911	22
28504	79
24131	3
53874	3
32394	5
547	33
39	88
1589	31
50139	6
7725	7
27648	27
56060	110
17727	3
10999	7
46404	6
40653	4
63382	4
60753	4
40500	4
5672	6
63961	17
869	5
1196	4
32008	7
29391	16
1603	33
1144	38
61759	11
42144	7
152	6
388	4
35677	4
38747	3
1643	5
4	11
681	4
67579	14
778	10
49569	12
51100	4
46860	4
17602	11
623	23
23440	33
17251	4
71043	5
46917	133
39027	4
169	4
24937	3
18143	6
29	6
724	4
31110	4
26218	29
408	3
16769	4
24764	2
14801	18
11348	19
40946	4
27538	8
39701	22
47103	5
21639	4
14803	12
15226	4
919	14
53326	5
19201	6
461	6
54090	3
48100	14
234	3
26321	3
30520	7
64345	16
24315	5
65480	5
50550	5
370	7
842	4
857	19
9	6
3538	4
13546	7
56123	13
1478	52
54512	11
36940	4
10993	4
671	6
2699	5
69790	5
62136	10
17858	6
7085	35
542	7
13886	26
27078	6
49934	7
22696	7
698	4
35440	4
69721	5
7504	4
45930	4
1221	32
1550	5
35532	11
1048	4
291	5
37913	9
38758	4
34049	3
46635	8
328	4
809	3
46638	18
583	18
27171	5
1421	3
70416	3
1544	2
1170	5
995	5
17743	4
1615	5
5089	7
1091	6
54200	4
23174	4
28028	4
35355	5
53	3
69394	4
209	6
1258	6
922	3
8026	13
51356	48
24599	74
63798	5
65045	4
1605	4
18498	5
1364	12
21	4
25021	38
33037	4
742	7
51351	10
831	4
38394	6
44936	5
37168	6
472	4
33301	6
317	6
13918	5
51524	4
47504	5
32310	12
3842	5
1178	3
27988	4
12614	21
62442	70
33941	5
801	86
68975	7
7244	4
36166	3
29487	7
24765	3
69889	40
28229	24
92	9
5405	3
97	6
1359	6
1262	3
21199	5
61332	4
16813	5
596	7
63164	13
43865	16
612	5
50587	5
55650	2
31271	5
1264	4
432	3
1182	4
52843	20
23353	6
39264	5
60223	5
11026	7
19493	13
6978	35
36392	9
71269	4
1582	4
863	4
72561	19
227	9
454	3
3024	60
37945	3
467	6
41398	10
28221	17
1257	5
25465	8
64656	55
8620	15
44487	19
1930	27
53004	5
1179	5
4025	5
718	5
48625	5
8806	6
30967	5
9038	3
3216	7
30504	23
61048	10
58093	4
32237	25
18328	93
39579	6
73784	4
22733	24
49969	4
45441	4
1525	4
44363	2
23115	5
80	6
70456	21
46171	5
50369	34
1543	4
47136	6
20912	42
61470	5
21651	26
20267	5
1515	27
16094	7
18195	5
767	61
277	6
45679	5
62763	6
37080	8
29236	7
50990	5
40022	3
3457	5
54957	14
51982	26
23029	5
522	6
7255	5
17467	4
1501	3
62753	10
66778	30
59176	3
39446	6
68019	14
2682	4
73686	3
35252	3
67328	4
56142	5
54630	4
64922	5
73738	30
41044	8
1052	4
134	4
1094	4
25723	9
21805	4
24048	26
66061	5
16820	18
64766	5
1432	4
634	7
36047	6
50368	5
1164	4
47605	4
12457	28
45287	25
46954	8
69145	4
48708	4
57383	3
252	3
50698	11
9349	5
58997	11
446	4
932	5
30553	5
306	5
8137	6
26605	8
44792	4
25343	5
1380	3
27310	4
44418	4
22046	5
1112	4
60879	67
7997	13
66096	5
32747	7
61635	7
41529	12
26703	14
66784	2
30860	3
39716	40
5832	27
3021	12
27829	4
1367	47
67372	5
19979	5
51470	3
57230	5
68397	3
535	4
464	3
606	28
936	6
1203	5
19592	29
9120	28
826	6
28437	4
72252	64
58715	47
35983	17
56010	5
72720	9
411	9
709	4
19517	4
8003	31
6241	5
14173	9
119	12
22258	4
32844	4
66504	6
1430	4
12730	3
796	6
193	5
1268	4
21606	4
70493	5
2407	3
18729	3
10750	6
539	10
504	7
1311	44
4472	15
47177	10
60144	6
27388	6
49068	4
201	3
25733	6
372	4
45973	5
525	7
42428	6
318	6
15930	4
101	5
630	7
62951	12
61174	4
48535	4
35085	3
34054	3
25418	6
37753	4
1129	39
1482	31
754	4
163	5
49237	6
399	26
52561	5
1384	5
48634	18
692	12
1005	6
215	30
37215	4
981	3
17297	11
54473	4
54189	3
18116	6
15786	3
67286	4
1167	4
11766	4
40606	4
26543	8
46187	3
871	5
19623	9
451	6
680	5
41741	15
33237	8
65704	4
22278	4
272	64
57838	4
64981	7
20119	85
10878	19
968	43
34789	4
46143	3
57071	5
182	5
890	46
56899	4
70203	6
49090	7
58529	12
55795	10
428	4
107	4
1593	6
59442	33
804	2
52743	3
73880	4
300	4
29983	21
1245	43
8019	4
73966	4
21960	5
1617	15
33386	11
21789	108
343	4
14819	40
34298	4
10636	4
69363	6
1546	6
32422	5
45669	4
44994	4
38822	14
55928	4
1327	4
67925	6
60041	3
42249	13
1333	5
1078	4
66201	5
118	14
6633	88
567	56
64367	7
43269	74
12653	4
36260	4
22416	10
67411	5
66668	14
45689	17
1062	3
37196	57
1630	4
62124	4
58284	4
47795	3
18191	31
98	3
1295	4
8505	5
1626	10
57059	44
62467	17
2939	5
874	8
861	3
3	6
43964	4
21241	9
361	5
52128	4
48137	8
1051	44
1093	5
5287	4
737	6
36694	4
62029	4
690	11
1562	5
889	11
10166	6
42268	6
25829	6
41752	4
846	4
34116	29
57559	69
69952	63
33293	83
15595	4
58286	4
49373	3
69717	22
985	4
49748	4
66552	4
59953	4
54564	6
1255	22
82	5
10568	6
160	4
6623	16
143	12
13085	6
1124	51
28173	3
66773	3
31433	18
15891	5
66772	3
42847	16
31656	16
1101	5
1042	4
39170	36
1002	4
13046	25
54739	5
49739	7
8773	4
26832	3
15863	5
952	7
56689	53
54859	12
3301	6
1075	2
48981	5
25694	82
570	4
54472	4
11720	7
3588	30
1190	5
127	3
11368	4
58102	5
40715	43
1488	5
48583	6
722	4
6772	4
27526	2
63684	3
71	7
40827	6
