4449	10
1184	62
1435	7
70693	6
749	50
563	4
1187	3
38771	8
34164	27
68761	7
14026	114
1146	66
61989	14
412	4
43991	13
1325	6
604	12
17	22
35849	24
5216	4
959	4
53518	25
11	14
64660	11
628	3
31875	5
8599	20
17829	12
645	11
19339	4
1231	8
1220	3
1370	4
5596	17
45512	4
211	3
13090	7
750	3
37831	13
2044	13
21572	17
1066	13
69994	6
69589	28
475	8
7202	2
1312	2
51553	58
1414	8
28929	8
12688	10
1207	6
6899	106
1237	6
38578	6
62519	4
7295	8
56618	25
4660	14
100	49
1171	17
1549	26
1564	52
223	15
83	30
32124	24
9304	21
35402	18
58749	12
29500	12
66522	13
1186	7
7663	6
63427	13
398	2
64359	49
63778	5
1099	3
63817	9
1217	10
38715	97
987	8
418	35
61543	17
552	12
16571	12
1296	12
67593	4
53968	20
27812	8
1291	8
51967	10
2206	19
161	22
4918	10
8576	7
25677	7
22324	5
54953	7
21082	8
16289	3
24616	3
65021	4
14570	4
1577	17
59066	28
20631	12
54107	61
35658	9
1495	8
1001	6
18720	47
20313	4
23156	34
1313	6
19488	8
363	12
14089	14
661	10
858	5
33581	60
2647	8
1629	10
53911	4
70056	5
9637	6
568	32
1782	15
48282	20
11742	5
34644	9
9238	6
912	3
44952	5
54748	6
10158	19
21906	5
40103	12
22886	13
128	2
1529	3
2430	13
44353	7
898	3
631	7
576	19
73707	14
35551	8
53075	65
594	8
14452	9
72929	4
1636	7
51702	16
1627	9
40035	5
59014	27
60495	3
35723	9
11459	15
1528	9
1141	11
465	10
1285	18
52739	2
28813	6
354	1
26187	5
65454	7
36640	7
13514	43
23574	4
53523	32
32174	4
16118	10
582	24
17604	5
14754	16
12832	19
23261	6
1297	5
70798	6
2645	7
1209	15
1566	36
56302	6
58975	13
3291	22
1654	22
225	9
37310	9
26310	19
1433	2
42	18
37344	4
52706	40
14728	13
73940	6
24128	33
7833	18
32403	6
60802	15
73138	17
839	14
44007	23
1342	7
1412	18
32778	30
54552	11
70320	8
50894	18
51952	6
63916	6
65008	9
1053	7
67044	8
1021	62
1266	3
53684	4
72952	54
35550	9
12039	5
1446	20
4377	67
242	4
380	9
18833	20
824	7
17606	7
24338	6
14440	12
32159	6
41095	4
39127	24
19066	13
5251	13
982	13
68571	69
1108	7
30904	12
19606	89
74022	8
28841	8
1490	61
1481	19
17047	11
66708	19
64868	7
63037	10
46130	5
989	43
23235	4
6112	4
72476	16
42054	17
65659	8
241	5
17647	36
61625	7
1520	4
116	6
67544	11
21165	7
42063	5
62281	7
67838	9
1557	19
1174	9
24409	10
34979	5
35913	4
67040	14
111	5
13360	11
60594	15
8343	31
41928	11
27498	16
620	11
1439	5
21551	16
63046	9
1024	5
13676	11
58674	6
58064	7
51053	7
62059	21
23918	8
31499	142
31265	34
13438	5
34392	5
